AccVers;Title;Identity;Length;Mismatches;Gap Opens;Query Start;Query End;Subject Start;Subject End;E-value;Bitscore;Blast Query
XP_038171799.1;LOW QUALITY PROTEIN: E3 ubiquitin-protein ligase TRIM21 [Arvicola amphibius];42.241;464;239;6;39;501;8;443;3.49e-118;"362
";TRIM6
XP_023501620.1;E3 ubiquitin-protein ligase TRIM21 isoform X2 [Equus caballus];44.421;466;196;8;39;502;12;416;4.31e-118;"361
";TRIM6
XP_042136904.1;E3 ubiquitin-protein ligase TRIM21 [Peromyscus maniculatus bairdii];41.791;469;244;5;34;501;3;443;4.48e-118;"362
";TRIM6
XP_032022694.1;tripartite motif-containing protein 5 isoform X2 [Hylobates moloch];46.279;430;207;3;29;458;1;406;4.72e-118;"362
";TRIM6
XP_041586737.1;E3 ubiquitin-protein ligase TRIM21 isoform X2 [Vulpes lagopus];43.871;465;213;8;39;501;12;430;4.92e-118;"361
";TRIM6
XP_017900189.1;PREDICTED: tripartite motif-containing protein 5 isoform X2 [Capra hircus];56.592;311;125;1;29;329;1;311;5.50e-118;"357
";TRIM6
XP_004621267.2;PREDICTED: tripartite motif-containing protein 5-like [Sorex araneus];50.272;368;181;1;29;396;1;366;8.04e-118;"357
";TRIM6
XP_038179825.1;tripartite motif-containing protein 30A-like isoform X3 [Arvicola amphibius];42.063;504;258;9;29;516;1;486;9.11e-118;"362
";TRIM6
XP_012412638.2;E3 ubiquitin-protein ligase TRIM21-like isoform X1 [Trichechus manatus latirostris];43.621;486;232;8;24;501;38;489;1.18e-117;"362
";TRIM6
XP_027835244.2;tripartite motif-containing protein 5-like [Ovis aries];54.407;329;137;3;29;356;1;317;1.20e-117;"356
";TRIM6
XP_045379855.1;tripartite motif-containing protein 5-like isoform X4 [Camelus bactrianus];58.333;312;130;0;29;340;1;312;1.82e-117;"355
";TRIM6
XP_034346208.1;E3 ubiquitin-protein ligase TRIM21 [Arvicanthis niloticus];40.938;469;248;5;34;501;3;443;3.27e-117;"359
";TRIM6
XP_023592269.1;E3 ubiquitin-protein ligase TRIM21-like isoform X2 [Trichechus manatus latirostris];43.789;475;226;7;34;501;7;447;4.31e-117;"359
";TRIM6
XP_032096429.1;tripartite motif-containing protein 5 isoform X2 [Sapajus apella];60.667;300;117;1;29;328;1;299;5.84e-117;"354
";TRIM6
XP_012312222.1;tripartite motif-containing protein 5-like isoform X1 [Aotus nancymaae];45.853;434;220;4;29;462;1;419;9.04e-117;"358
";TRIM6
XP_024644512.1;tripartite motif-containing protein 5 isoform X3 [Macaca nemestrina];60.481;291;115;0;29;319;1;291;1.00e-116;"354
";TRIM6
XP_045695462.1;tripartite motif-containing protein 5-like isoform X2 [Phyllostomus hastatus];59.516;289;117;0;29;317;1;289;1.01e-116;"353
";TRIM6
XP_035886055.1;tripartite motif-containing protein 5-like isoform X6 [Phyllostomus discolor];57.426;303;128;1;29;331;1;302;1.65e-116;"352
";TRIM6
XP_040092352.1;tripartite motif-containing protein 5-like isoform X1 [Oryx dammah];58.824;289;119;0;29;317;1;289;1.89e-116;"351
";TRIM6
XP_012620134.1;E3 ubiquitin-protein ligase TRIM21 [Microcebus murinus];42.593;486;244;7;34;512;7;464;2.12e-116;"358
";TRIM6
XP_045695448.1;E3 ubiquitin-protein ligase TRIM22-like isoform X1 [Phyllostomus hastatus];58.528;299;124;0;23;321;302;600;2.76e-116;"362
";TRIM6
XP_045695448.1;E3 ubiquitin-protein ligase TRIM22-like isoform X1 [Phyllostomus hastatus];42.945;326;177;3;40;365;11;327;2.61e-65;"229
";TRIM6
XP_037694762.1;E3 ubiquitin-protein ligase TRIM21-like [Choloepus didactylus];42.739;482;244;7;24;502;6;458;3.52e-116;"357
";TRIM6
XP_005074124.1;E3 ubiquitin-protein ligase TRIM21 [Mesocricetus auratus];40.638;470;248;6;34;501;3;443;4.15e-116;"357
";TRIM6
XP_042544177.1;tripartite motif-containing protein 5-like isoform X4 [Dipodomys spectabilis];40.374;535;235;12;29;515;1;499;5.06e-116;"358
";TRIM6
XP_037052656.1;LOW QUALITY PROTEIN: E3 ubiquitin-protein ligase TRIM21 [Peromyscus leucopus];41.791;469;244;5;34;501;3;443;5.87e-116;"356
";TRIM6
XP_008523632.1;PREDICTED: LOW QUALITY PROTEIN: tripartite motif-containing protein 5-like [Equus przewalskii];59.866;299;111;1;29;327;1;290;7.04e-116;"350
";TRIM6
XP_013211481.2;LOW QUALITY PROTEIN: tripartite motif-containing protein 34-like [Ictidomys tridecemlineatus];52.660;376;159;4;21;394;3;361;7.27e-116;"352
";TRIM6
XP_034377082.1;E3 ubiquitin-protein ligase TRIM21-like [Arvicanthis niloticus];40.000;470;251;6;34;501;11;451;2.67e-115;"355
";TRIM6
XP_037002205.1;LOW QUALITY PROTEIN: tripartite motif-containing protein 5-like [Artibeus jamaicensis];57.679;293;124;0;29;321;1;293;5.52e-115;"347
";TRIM6
XP_042089065.1;tripartite motif-containing protein 5-like isoform X4 [Ovis aries];59.677;310;124;1;29;338;1;309;6.10e-115;"349
";TRIM6
XP_030882820.1;E3 ubiquitin-protein ligase TRIM21 isoform X2 [Leptonychotes weddellii];42.766;470;206;7;34;501;7;415;6.19e-115;"353
";TRIM6
XP_007089417.2;E3 ubiquitin-protein ligase TRIM68 isoform X1 [Panthera tigris];39.641;502;260;9;29;511;1;478;8.12e-114;"352
";TRIM6
XP_010946434.2;tripartite motif-containing protein 5 [Camelus bactrianus];58.333;312;130;0;29;340;1;312;1.04e-113;"345
";TRIM6
XP_019305152.1;PREDICTED: E3 ubiquitin-protein ligase TRIM68 isoform X1 [Panthera pardus];39.641;502;260;9;29;511;1;478;1.32e-113;"351
";TRIM6
XP_040114506.1;tripartite motif-containing protein 5-like isoform X1 [Oryx dammah];53.211;327;140;3;29;354;1;315;1.80e-113;"345
";TRIM6
XP_008522520.1;PREDICTED: tripartite motif-containing protein 34-like isoform X4 [Equus przewalskii];57.790;353;137;4;170;516;9;355;2.03e-113;"346
";TRIM6
XP_044114608.1;E3 ubiquitin-protein ligase TRIM68 isoform X1 [Neogale vison];40.447;492;255;8;29;506;1;468;2.03e-113;"350
";TRIM6
XP_044894743.1;E3 ubiquitin-protein ligase TRIM68 isoform X1 [Felis catus];39.641;502;260;9;29;511;1;478;2.24e-113;"350
";TRIM6
XP_042089057.1;tripartite motif-containing protein 5-like isoform X2 [Ovis aries];55.882;306;135;0;29;334;1;306;2.32e-113;"344
";TRIM6
XP_026895470.1;E3 ubiquitin-protein ligase TRIM68 isoform X1 [Acinonyx jubatus];39.841;502;259;9;29;511;1;478;3.09e-113;"350
";TRIM6
XP_024428535.1;E3 ubiquitin-protein ligase TRIM68 isoform X1 [Desmodus rotundus];40.733;491;254;8;29;506;1;467;4.06e-113;"350
";TRIM6
XP_034373323.1;LOW QUALITY PROTEIN: E3 ubiquitin-protein ligase TRIM21-like [Arvicanthis niloticus];40.213;470;250;6;34;501;11;451;4.10e-113;"349
";TRIM6
XP_045340192.1;E3 ubiquitin-protein ligase TRIM68 isoform X1 [Leopardus geoffroyi];39.641;502;260;9;29;511;1;478;4.37e-113;"350
";TRIM6
XP_043436356.1;E3 ubiquitin-protein ligase TRIM68 isoform X1 [Prionailurus bengalensis];39.641;502;260;9;29;511;1;478;5.37e-113;"349
";TRIM6
XP_025784761.1;E3 ubiquitin-protein ligase TRIM68 isoform X1 [Puma concolor];39.442;502;261;9;29;511;1;478;6.73e-113;"349
";TRIM6
XP_045638673.1;E3 ubiquitin-protein ligase TRIM68 isoform X1 [Ursus americanus];40.994;483;248;7;37;506;10;468;7.10e-113;"349
";TRIM6
XP_040345056.1;E3 ubiquitin-protein ligase TRIM68 isoform X1 [Puma yagouaroundi];39.641;502;260;9;29;511;1;478;8.72e-113;"349
";TRIM6
XP_035886051.1;E3 ubiquitin-protein ligase TRIM22-like isoform X3 [Phyllostomus discolor];57.525;299;127;0;23;321;302;600;8.95e-113;"353
";TRIM6
XP_035886051.1;E3 ubiquitin-protein ligase TRIM22-like isoform X3 [Phyllostomus discolor];44.479;326;172;3;40;365;11;327;4.01e-69;"239
";TRIM6
XP_004768255.2;E3 ubiquitin-protein ligase TRIM68 [Mustela putorius furo];40.447;492;255;8;29;506;1;468;1.01e-112;"348
";TRIM6
XP_041586463.1;E3 ubiquitin-protein ligase TRIM68 [Vulpes lagopus];40.854;492;253;8;29;506;1;468;1.04e-112;"348
";TRIM6
XP_029335507.1;tripartite motif-containing protein 6 [Mus caroli];79.695;197;40;0;320;516;9;205;1.10e-112;"338
";TRIM6
XP_045674295.1;E3 ubiquitin-protein ligase TRIM68 [Phyllostomus hastatus];40.122;491;257;8;29;506;1;467;1.30e-112;"348
";TRIM6
XP_006885773.1;PREDICTED: E3 ubiquitin-protein ligase TRIM21-like [Elephantulus edwardii];43.006;479;234;10;30;502;4;449;1.33e-112;"348
";TRIM6
XP_010988912.1;E3 ubiquitin-protein ligase TRIM68 isoform X1 [Camelus dromedarius];40.244;492;256;8;29;506;1;468;1.56e-112;"348
";TRIM6
XP_035886050.1;E3 ubiquitin-protein ligase TRIM22-like isoform X2 [Phyllostomus discolor];57.966;295;124;0;23;317;302;596;1.76e-112;"352
";TRIM6
XP_035886050.1;E3 ubiquitin-protein ligase TRIM22-like isoform X2 [Phyllostomus discolor];44.479;326;172;3;40;365;11;327;4.60e-69;"239
";TRIM6
XP_028371616.1;E3 ubiquitin-protein ligase TRIM68 isoform X1 [Phyllostomus discolor];40.326;491;256;8;29;506;1;467;1.80e-112;"348
";TRIM6
XP_025314994.1;E3 ubiquitin-protein ligase TRIM68 isoform X1 [Canis lupus dingo];40.650;492;254;8;29;506;1;468;1.84e-112;"348
";TRIM6
XP_003482598.2;LOW QUALITY PROTEIN: E3 ubiquitin-protein ligase TRIM68 [Sus scrofa];39.959;493;254;8;37;511;10;478;1.86e-112;"348
";TRIM6
XP_036115787.1;E3 ubiquitin-protein ligase TRIM68 isoform X1 [Molossus molossus];39.877;489;261;7;29;506;1;467;2.05e-112;"348
";TRIM6
XP_006173675.1;E3 ubiquitin-protein ligase TRIM68 isoform X1 [Camelus ferus];40.244;492;256;8;29;506;1;468;2.16e-112;"348
";TRIM6
XP_030188630.1;E3 ubiquitin-protein ligase TRIM68 [Lynx canadensis];39.641;502;260;9;29;511;1;478;2.33e-112;"348
";TRIM6
XP_019523977.1;PREDICTED: tripartite motif-containing protein 5-like isoform X5 [Hipposideros armiger];57.912;297;122;3;29;324;1;295;2.38e-112;"341
";TRIM6
XP_043761616.1;tripartite motif-containing protein 34-like isoform X3 [Cervus elaphus];58.074;353;134;4;172;516;2;348;2.44e-112;"343
";TRIM6
XP_032282956.1;tripartite motif-containing protein 34-like isoform X2 [Phoca vitulina];56.657;353;141;4;170;516;9;355;2.45e-112;"343
";TRIM6
XP_011812127.1;PREDICTED: E3 ubiquitin-protein ligase TRIM68 isoform X1 [Colobus angolensis palliatus];38.980;490;265;7;29;506;1;468;2.65e-112;"348
";TRIM6
XP_032283150.1;E3 ubiquitin-protein ligase TRIM68 isoform X1 [Phoca vitulina];40.244;492;256;8;29;506;1;468;2.74e-112;"347
";TRIM6
XP_006203469.1;E3 ubiquitin-protein ligase TRIM68 isoform X1 [Vicugna pacos];40.244;492;256;8;29;506;1;468;2.77e-112;"347
";TRIM6
XP_043337923.1;tripartite motif-containing protein 34-like isoform X3 [Cervus canadensis];58.074;353;134;4;172;516;2;348;2.93e-112;"343
";TRIM6
XP_025866382.1;E3 ubiquitin-protein ligase TRIM68 [Vulpes vulpes];40.447;492;255;8;29;506;1;468;3.40e-112;"347
";TRIM6
XP_045871495.1;E3 ubiquitin-protein ligase TRIM68 isoform X1 [Meles meles];40.244;492;256;8;29;506;1;468;4.26e-112;"347
";TRIM6
XP_006062074.3;E3 ubiquitin-protein ligase TRIM68 isoform X1 [Bubalus bubalis];39.545;483;255;7;37;506;10;468;5.01e-112;"347
";TRIM6
XP_005633638.1;E3 ubiquitin-protein ligase TRIM68 isoform X1 [Canis lupus familiaris];40.447;492;255;8;29;506;1;468;5.89e-112;"347
";TRIM6
XP_008705480.1;E3 ubiquitin-protein ligase TRIM68 isoform X1 [Ursus maritimus];40.994;483;248;7;37;506;10;468;5.95e-112;"347
";TRIM6
XP_521739.2;E3 ubiquitin-protein ligase TRIM68 isoform X1 [Pan troglodytes];38.571;490;267;6;29;506;1;468;6.85e-112;"347
";TRIM6
XP_004050559.1;E3 ubiquitin-protein ligase TRIM68 [Gorilla gorilla gorilla];38.571;490;267;6;29;506;1;468;7.15e-112;"347
";TRIM6
XP_023065368.1;E3 ubiquitin-protein ligase TRIM68 [Piliocolobus tephrosceles];38.571;490;267;6;29;506;1;468;7.39e-112;"347
";TRIM6
XP_035930304.1;E3 ubiquitin-protein ligase TRIM68 isoform X1 [Halichoerus grypus];40.244;492;256;8;29;506;1;468;7.55e-112;"346
";TRIM6
XP_021541329.1;E3 ubiquitin-protein ligase TRIM68 [Neomonachus schauinslandi];40.244;492;256;8;29;506;1;468;7.55e-112;"346
";TRIM6
XP_003804699.1;E3 ubiquitin-protein ligase TRIM68 [Pan paniscus];38.571;490;267;6;29;506;1;468;9.57e-112;"346
";TRIM6
XP_006732303.1;E3 ubiquitin-protein ligase TRIM68 isoform X1 [Leptonychotes weddellii];40.244;492;256;8;29;506;1;468;9.99e-112;"346
";TRIM6
XP_003515416.2;E3 ubiquitin-protein ligase TRIM21 [Cricetulus griseus];40.213;470;252;6;33;501;2;443;1.11e-111;"345
";TRIM6
XP_037378715.1;tripartite motif-containing protein 5-like isoform X2 [Talpa occidentalis];54.153;301;138;0;28;328;2;302;1.36e-111;"340
";TRIM6
XP_045434021.1;tripartite motif-containing protein 5-like isoform X11 [Pipistrellus kuhlii];56.902;297;126;1;29;325;1;295;1.39e-111;"339
";TRIM6
XP_005910372.1;PREDICTED: E3 ubiquitin-protein ligase TRIM68 isoform X1 [Bos mutus];39.959;483;253;7;37;506;10;468;1.43e-111;"346
";TRIM6
XP_010365255.1;E3 ubiquitin-protein ligase TRIM68 isoform X1 [Rhinopithecus roxellana];38.571;490;267;6;29;506;1;468;1.61e-111;"345
";TRIM6
XP_007119359.1;E3 ubiquitin-protein ligase TRIM68 isoform X3 [Physeter catodon];40.041;492;257;8;29;506;1;468;1.69e-111;"345
";TRIM6
XP_003910374.1;E3 ubiquitin-protein ligase TRIM68 [Papio anubis];38.776;490;266;6;29;506;1;468;1.73e-111;"345
";TRIM6
NP_001192500.1;E3 ubiquitin-protein ligase TRIM68 [Bos taurus];39.959;483;253;7;37;506;10;468;1.93e-111;"345
";TRIM6
XP_036740793.1;E3 ubiquitin-protein ligase TRIM68 isoform X1 [Manis pentadactyla];39.877;489;256;8;29;503;1;465;2.15e-111;"345
";TRIM6
XP_029418139.1;LOW QUALITY PROTEIN: tripartite motif-containing protein 30A-like [Nannospalax galili];43.313;501;203;13;29;515;1;434;2.24e-111;"343
";TRIM6
XP_044609219.1;tripartite motif-containing protein 5-like isoform X4 [Equus asinus];64.729;258;91;0;29;286;1;258;2.62e-111;"337
";TRIM6
XP_040080273.1;E3 ubiquitin-protein ligase TRIM68 isoform X1 [Oryx dammah];40.166;483;252;7;37;506;10;468;2.97e-111;"345
";TRIM6
XP_045750237.1;E3 ubiquitin-protein ligase TRIM68 isoform X1 [Mirounga angustirostris];40.041;492;257;8;29;506;1;468;3.17e-111;"345
";TRIM6
XP_044114609.1;E3 ubiquitin-protein ligase TRIM68 isoform X2 [Neogale vison];40.244;492;254;9;29;506;1;466;3.18e-111;"345
";TRIM6
NP_001247661.1;E3 ubiquitin-protein ligase TRIM68 [Macaca mulatta];38.571;490;267;6;29;506;1;468;3.27e-111;"345
";TRIM6
XP_040080276.1;E3 ubiquitin-protein ligase TRIM68-like isoform X1 [Oryx dammah];40.166;483;252;7;37;506;10;468;3.61e-111;"345
";TRIM6
XP_003254855.2;E3 ubiquitin-protein ligase TRIM68 [Nomascus leucogenys];38.571;490;267;6;29;506;1;468;3.73e-111;"345
";TRIM6
XP_006770132.2;PREDICTED: E3 ubiquitin-protein ligase TRIM22 [Myotis davidii];48.284;408;184;7;124;516;34;429;4.09e-111;"343
";TRIM6
XP_007119357.3;E3 ubiquitin-protein ligase TRIM68 isoform X1 [Physeter catodon];39.798;495;260;8;26;506;46;516;4.27e-111;"346
";TRIM6
XP_005578993.2;E3 ubiquitin-protein ligase TRIM68 [Macaca fascicularis];38.571;490;267;6;29;506;1;468;4.29e-111;"344
";TRIM6
XP_032709157.1;E3 ubiquitin-protein ligase TRIM68 isoform X1 [Lontra canadensis];40.041;492;257;8;29;506;1;468;4.67e-111;"344
";TRIM6
XP_035293112.1;tripartite motif-containing protein 5 isoform X2 [Cricetulus griseus];40.039;507;201;11;29;516;1;423;5.49e-111;"342
";TRIM6
XP_036924516.1;E3 ubiquitin-protein ligase TRIM68 isoform X1 [Sturnira hondurensis];39.511;491;260;8;29;506;1;467;6.98e-111;"344
";TRIM6
XP_022377743.1;E3 ubiquitin-protein ligase TRIM68 [Enhydra lutris kenyoni];40.041;492;257;8;29;506;1;468;7.04e-111;"344
";TRIM6
XP_019523975.1;PREDICTED: tripartite motif-containing protein 5-like isoform X3 [Hipposideros armiger];57.239;297;125;2;29;324;1;296;7.11e-111;"337
";TRIM6
XP_019571415.1;PREDICTED: E3 ubiquitin-protein ligase TRIM68 isoform X1 [Rhinolophus sinicus];40.733;491;254;8;29;506;1;467;7.86e-111;"344
";TRIM6
XP_011900500.1;PREDICTED: E3 ubiquitin-protein ligase TRIM68 isoform X1 [Cercocebus atys];38.571;490;267;6;29;506;1;468;8.37e-111;"344
";TRIM6
XP_036991624.1;E3 ubiquitin-protein ligase TRIM68 isoform X1 [Artibeus jamaicensis];39.715;491;259;8;29;506;1;467;8.66e-111;"343
";TRIM6
XP_019489255.1;PREDICTED: E3 ubiquitin-protein ligase TRIM68 isoform X1 [Hipposideros armiger];40.530;491;255;8;29;506;1;467;1.03e-110;"343
";TRIM6
NP_060543.5;E3 ubiquitin-protein ligase TRIM68 isoform 1 [Homo sapiens];38.367;490;268;6;29;506;1;468;1.08e-110;"343
";TRIM6
XP_015330235.1;E3 ubiquitin-protein ligase TRIM68 isoform X1 [Bos taurus];39.752;483;253;7;37;506;10;467;1.13e-110;"343
";TRIM6
XP_025704280.1;E3 ubiquitin-protein ligase TRIM68 isoform X1 [Callorhinus ursinus];39.837;492;258;8;29;506;1;468;1.18e-110;"343
";TRIM6
XP_045413294.1;tripartite motif-containing protein 6 [Lemur catta];82.353;187;33;0;329;515;60;246;1.19e-110;"335
";TRIM6
XP_010840299.1;PREDICTED: E3 ubiquitin-protein ligase TRIM68 [Bison bison bison];39.752;483;254;7;37;506;10;468;1.22e-110;"343
";TRIM6
XP_032096422.1;tripartite motif-containing protein 34 isoform X2 [Sapajus apella];58.357;353;135;3;170;516;13;359;1.46e-110;"338
";TRIM6
XP_034851466.1;E3 ubiquitin-protein ligase TRIM68 isoform X1 [Mirounga leonina];39.837;492;258;8;29;506;1;468;1.51e-110;"343
";TRIM6
XP_020740482.1;E3 ubiquitin-protein ligase TRIM68 [Odocoileus virginianus texanus];39.877;489;257;7;31;506;4;468;1.72e-110;"343
";TRIM6
XP_032022701.1;E3 ubiquitin-protein ligase TRIM68 isoform X1 [Hylobates moloch];38.367;490;268;6;29;506;1;468;1.98e-110;"343
";TRIM6
XP_005689896.1;PREDICTED: E3 ubiquitin-protein ligase TRIM68 isoform X1 [Capra hircus];39.394;495;262;8;26;506;7;477;2.08e-110;"343
";TRIM6
XP_036717772.1;E3 ubiquitin-protein ligase TRIM68 isoform X2 [Balaenoptera musculus];40.041;492;257;8;29;506;1;468;2.31e-110;"343
";TRIM6
XP_011839993.1;PREDICTED: E3 ubiquitin-protein ligase TRIM68 isoform X1 [Mandrillus leucophaeus];38.163;490;269;6;29;506;1;468;2.65e-110;"342
";TRIM6
XP_036717771.1;E3 ubiquitin-protein ligase TRIM68 isoform X1 [Balaenoptera musculus];39.721;501;261;8;19;506;44;516;2.67e-110;"344
";TRIM6
XP_004016310.1;E3 ubiquitin-protein ligase TRIM68 isoform X1 [Ovis aries];39.394;495;262;8;26;506;7;477;2.97e-110;"343
";TRIM6
XP_002928632.1;E3 ubiquitin-protein ligase TRIM68 [Ailuropoda melanoleuca];40.580;483;250;7;37;506;10;468;3.22e-110;"342
";TRIM6
XP_043761739.1;E3 ubiquitin-protein ligase TRIM68 [Cervus elaphus];39.877;489;257;7;31;506;4;468;3.95e-110;"342
";TRIM6
XP_022418895.1;E3 ubiquitin-protein ligase TRIM68 isoform X1 [Delphinapterus leucas];39.721;501;261;8;19;506;44;516;4.01e-110;"343
";TRIM6
XP_043337991.1;E3 ubiquitin-protein ligase TRIM68 [Cervus canadensis];39.877;489;257;7;31;506;4;468;4.17e-110;"342
";TRIM6
XP_032977372.1;E3 ubiquitin-protein ligase TRIM68 [Rhinolophus ferrumequinum];40.530;491;255;8;29;506;1;467;4.66e-110;"342
";TRIM6
XP_039107910.1;E3 ubiquitin-protein ligase TRIM68 [Hyaena hyaena];40.041;492;257;8;29;506;1;468;4.90e-110;"342
";TRIM6
XP_007456581.1;PREDICTED: E3 ubiquitin-protein ligase TRIM68 isoform X2 [Lipotes vexillifer];40.041;492;257;8;29;506;1;468;5.70e-110;"342
";TRIM6
XP_029812238.1;tripartite motif-containing protein 34-like isoform X2 [Suricata suricatta];60.339;295;116;1;34;328;5;298;5.77e-110;"336
";TRIM6
XP_007456580.1;PREDICTED: E3 ubiquitin-protein ligase TRIM68 isoform X1 [Lipotes vexillifer];39.721;501;261;8;19;506;44;516;5.97e-110;"343
";TRIM6
XP_004407603.1;PREDICTED: E3 ubiquitin-protein ligase TRIM68 [Odobenus rosmarus divergens];39.634;492;259;8;29;506;1;468;6.22e-110;"342
";TRIM6
XP_036181097.1;E3 ubiquitin-protein ligase TRIM22-like isoform X2 [Myotis myotis];51.240;363;156;6;169;516;18;374;6.25e-110;"338
";TRIM6
XP_003421572.1;E3 ubiquitin-protein ligase TRIM68 isoform X1 [Loxodonta africana];40.041;492;257;9;29;506;1;468;6.49e-110;"342
";TRIM6
XP_029771014.1;E3 ubiquitin-protein ligase TRIM68 isoform X1 [Suricata suricatta];40.041;492;257;8;29;506;1;468;6.71e-110;"341
";TRIM6
XP_007172935.1;E3 ubiquitin-protein ligase TRIM68 isoform X2 [Balaenoptera acutorostrata scammoni];39.837;492;258;8;29;506;1;468;6.85e-110;"341
";TRIM6
XP_037378716.1;tripartite motif-containing protein 5-like isoform X3 [Talpa occidentalis];55.363;289;129;0;28;316;2;290;7.18e-110;"335
";TRIM6
XP_004279316.1;E3 ubiquitin-protein ligase TRIM68 isoform X1 [Orcinus orca];40.041;492;257;8;29;506;1;468;7.80e-110;"341
";TRIM6
XP_019523972.1;PREDICTED: tripartite motif-containing protein 5-like isoform X1 [Hipposideros armiger];58.076;291;118;3;29;317;1;289;8.81e-110;"337
";TRIM6
XP_007172934.1;E3 ubiquitin-protein ligase TRIM68 isoform X1 [Balaenoptera acutorostrata scammoni];39.521;501;262;8;19;506;44;516;9.80e-110;"343
";TRIM6
XP_007527611.1;PREDICTED: E3 ubiquitin-protein ligase TRIM21 [Erinaceus europaeus];41.015;473;244;8;34;501;7;449;1.08e-109;"340
";TRIM6
XP_037696406.1;LOW QUALITY PROTEIN: E3 ubiquitin-protein ligase TRIM21-like [Choloepus didactylus];41.474;475;247;7;30;502;3;448;1.08e-109;"340
";TRIM6
XP_036924535.1;E3 ubiquitin-protein ligase TRIM21 isoform X2 [Sturnira hondurensis];42.553;470;207;8;34;501;7;415;1.42e-109;"339
";TRIM6
XP_003923436.1;E3 ubiquitin-protein ligase TRIM68 [Saimiri boliviensis boliviensis];38.821;492;263;9;29;506;1;468;1.79e-109;"340
";TRIM6
XP_041523199.1;tripartite motif-containing protein 30A-like isoform X1 [Microtus oregoni];48.518;371;188;3;29;399;1;368;1.96e-109;"343
";TRIM6
XP_041523199.1;tripartite motif-containing protein 30A-like isoform X1 [Microtus oregoni];51.515;99;43;1;423;516;478;576;1.25e-20;"102
";TRIM6
XP_045412377.1;E3 ubiquitin-protein ligase TRIM68 isoform X1 [Lemur catta];40.381;473;245;8;47;506;1;449;2.11e-109;"339
";TRIM6
XP_024111685.1;E3 ubiquitin-protein ligase TRIM68 isoform X1 [Pongo abelii];38.367;490;268;6;29;506;1;468;2.32e-109;"340
";TRIM6
XP_002754903.1;E3 ubiquitin-protein ligase TRIM68 isoform X1 [Callithrix jacchus];38.618;492;264;8;29;506;1;468;2.67e-109;"340
";TRIM6
XP_044114626.1;tripartite motif-containing protein 34-like isoform X2 [Neogale vison];55.807;353;144;4;170;516;5;351;3.10e-109;"335
";TRIM6
XP_017388331.1;E3 ubiquitin-protein ligase TRIM68 isoform X1 [Cebus imitator];38.618;492;264;8;29;506;1;468;3.13e-109;"340
";TRIM6
XP_004391105.1;E3 ubiquitin-protein ligase TRIM68 [Trichechus manatus latirostris];39.841;502;259;9;29;511;1;478;3.20e-109;"340
";TRIM6
XP_012312247.1;E3 ubiquitin-protein ligase TRIM68 [Aotus nancymaae];38.618;492;264;8;29;506;1;468;3.31e-109;"340
";TRIM6
XP_038194019.1;tripartite motif-containing protein 30A-like isoform X1 [Arvicola amphibius];47.978;371;190;3;29;399;1;368;3.42e-109;"343
";TRIM6
XP_038194019.1;tripartite motif-containing protein 30A-like isoform X1 [Arvicola amphibius];51.515;99;43;1;423;516;479;577;1.10e-20;"102
";TRIM6
XP_017519742.1;E3 ubiquitin-protein ligase TRIM68 [Manis javanica];39.877;489;256;8;29;503;1;465;8.74e-109;"338
";TRIM6
XP_045340227.1;tripartite motif-containing protein 34-like isoform X4 [Leopardus geoffroyi];62.373;295;111;0;34;328;5;299;1.10e-108;"332
";TRIM6
XP_016013479.2;E3 ubiquitin-protein ligase TRIM68 [Rousettus aegyptiacus];40.326;491;256;8;29;506;1;467;1.11e-108;"338
";TRIM6
XP_019830951.1;PREDICTED: E3 ubiquitin-protein ligase TRIM68 isoform X1 [Bos indicus];39.959;483;253;7;37;506;10;468;1.13e-108;"338
";TRIM6
XP_029812239.1;tripartite motif-containing protein 34-like [Suricata suricatta];58.824;289;119;0;29;317;1;289;1.33e-108;"331
";TRIM6
XP_004476996.1;E3 ubiquitin-protein ligase TRIM68 isoform X1 [Dasypus novemcinctus];38.571;490;267;6;29;506;1;468;1.46e-108;"338
";TRIM6
XP_004621266.2;PREDICTED: uncharacterized protein LOC101539913 [Sorex araneus];48.549;379;182;3;23;399;480;847;1.50e-108;"350
";TRIM6
XP_004621266.2;PREDICTED: uncharacterized protein LOC101539913 [Sorex araneus];53.633;289;132;1;29;317;1;287;1.82e-93;"310
";TRIM6
XP_004433980.1;PREDICTED: E3 ubiquitin-protein ligase TRIM68 [Ceratotherium simum simum];38.812;505;260;9;29;511;1;478;2.68e-108;"337
";TRIM6
XP_012659791.1;E3 ubiquitin-protein ligase TRIM68 isoform X1 [Otolemur garnettii];39.158;475;256;5;43;506;16;468;2.86e-108;"337
";TRIM6
XP_024202601.1;tripartite motif-containing protein 5 isoform X4 [Pan troglodytes];62.692;260;95;2;29;288;1;258;2.99e-108;"330
";TRIM6
XP_019523976.1;PREDICTED: tripartite motif-containing protein 5-like isoform X4 [Hipposideros armiger];56.566;297;127;2;29;324;1;296;3.95e-108;"330
";TRIM6
XP_036991630.1;E3 ubiquitin-protein ligase TRIM21 isoform X2 [Artibeus jamaicensis];42.340;470;208;7;34;501;10;418;4.89e-108;"335
";TRIM6
XP_014389423.1;PREDICTED: tripartite motif-containing protein 5 isoform X1 [Myotis brandtii];58.824;289;118;1;29;317;1;288;5.94e-108;"330
";TRIM6
