id;species;TRIM;title;transcripts;location
101594518;Jaculus jaculus;34;LOC101594518 tripartite motif-containing protein 34;['XM_045145962.1', 'XM_012950198.2', 'XM_012950198.1'];NC_059104.1
105944490;Jaculus jaculus;6;Trim6 tripartite motif containing 6;['XM_045145960.1', 'XM_012950142.1'];NC_059104.1
102514651;Camelus ferus;34;LOC102514651 tripartite motif-containing protein 34;['XR_004323337.1', 'XM_032489199.1', 'XR_004323336.1', 'XM_032489197.1', 'XM_032489196.1', 'XM_032489195.1', 'XM_006185660.3', 'XM_032489194.1', 'XM_032489193.1', 'XM_014560107.2'];NC_045705.1
102505804;Camelus ferus;6;TRIM6 tripartite motif containing 6;['XM_032489200.1'];NC_045705.1
102506555;Camelus ferus;5;LOC102506555 tripartite motif-containing protein 5-like;['XM_032489192.1', 'XR_004323335.1', 'XM_032489190.1', 'XM_032489189.1', 'XM_032489188.1', 'XM_032489187.1'];NC_045705.1
116656649;Camelus ferus;5;LOC116656649 tripartite motif-containing protein 5-like;['XM_032489203.1', 'XR_004323338.1', 'XM_032489202.1', 'XM_032489201.1'];NC_045705.1
116666461;Camelus ferus;5;LOC116666461 tripartite motif-containing protein 5-like;['XM_032489205.1'];NC_045705.1
123782664;Ursus americanus;22;TRIM22 tripartite motif containing 22;['XM_045782919.1', 'XM_045782918.1', 'XM_045782917.1', 'XM_045782916.1'];NW_025578498.1
123782666;Ursus americanus;6;TRIM6 tripartite motif containing 6;['XM_045782931.1'];NW_025578498.1
123782667;Ursus americanus;5;LOC123782667 tripartite motif-containing protein 5-like;['XM_045782935.1', 'XR_006777019.1', 'XM_045782933.1', 'XR_006777018.1', 'XR_006777017.1', 'XM_045782932.1'];NW_025578498.1
123782665;Ursus americanus;34;LOC123782665 tripartite motif-containing protein 34-like;['XM_045782930.1', 'XM_045782929.1', 'XM_045782928.1', 'XM_045782927.1', 'XM_045782926.1', 'XM_045782924.1', 'XM_045782923.1', 'XM_045782922.1', 'XM_045782921.1', 'XM_045782920.1'];NW_025578498.1
114499369;Phyllostomus discolor;6;TRIM6 tripartite motif containing 6;['XM_028515499.2', 'XM_028515503.2'];NC_040908.2
114499954;Phyllostomus discolor;22;LOC114499954 E3 ubiquitin-protein ligase TRIM22-like;['XM_036030180.1', 'XM_036030179.1', 'XM_036030178.1', 'XM_036030177.1', 'XM_036030175.1', 'XM_036030174.1', 'XM_036030173.1', 'XM_028516499.2', 'XM_036030172.1'];NC_040908.2
114499955;Phyllostomus discolor;22;LOC114499955 E3 ubiquitin-protein ligase TRIM22-like;['XM_036030186.1', 'XM_036030185.1', 'XM_036030184.1', 'XM_036030183.1', 'XM_036030182.1', 'XM_028516503.2', 'XM_036030181.1'];NC_040908.2
114499956;Phyllostomus discolor;5;LOC114499956 tripartite motif-containing protein 5-like;['XR_004904116.1', 'XM_036030162.1', 'XM_036030161.1', 'XM_036030160.1', 'XM_036030159.1', 'XM_036030158.1', 'XM_036030157.1', 'XM_036030156.1', 'XM_036030155.1', 'XM_036030154.1', 'XM_036030153.1', 'XM_036030152.1'];NC_040908.2
114500409;Phyllostomus discolor;5;LOC114500409 tripartite motif-containing protein 5-like;['XM_036030190.1', 'XM_036030189.1', 'XM_028517106.2', 'XM_036030188.1', 'XM_036030187.1'];NC_040908.2
114500007;Phyllostomus discolor;5;LOC114500007 tripartite motif-containing protein 5-like;[];NC_040908.2
114498918;Phyllostomus discolor;5;LOC114498918 tripartite motif-containing protein 5-like;[];NC_040908.2
114498058;Phyllostomus discolor;5;LOC114498058 tripartite motif-containing protein 5-like;[];NC_040907.2
107501067;Rousettus aegyptiacus;34;TRIM34 tripartite motif containing 34;['XM_016126824.2', 'XM_036221642.1'];NW_023416308.1
107501073;Rousettus aegyptiacus;6;TRIM6 tripartite motif containing 6;['XM_016126863.2', 'XR_001594689.2', 'XM_016126843.2', 'XM_016126836.2'];NW_023416308.1
107513409;Rousettus aegyptiacus;22;LOC107513409 E3 ubiquitin-protein ligase TRIM22-like;['XM_016150064.2'];NW_023416308.1
107505610;Rousettus aegyptiacus;5;LOC107505610 tripartite motif-containing protein 5-like;['XM_036221646.1', 'XM_036221645.1', 'XM_036221644.1', 'XM_036221643.1'];NW_023416308.1
107513410;Rousettus aegyptiacus;5;LOC107513410 tripartite motif-containing protein 5;['XM_036221651.1', 'XM_036221650.1', 'XM_036221649.1', 'XM_036221648.1'];NW_023416308.1
118602970;Rousettus aegyptiacus;34;LOC118602970 tripartite motif-containing protein 34-like;[];NW_023416308.1
113455647;Microtus ochrogaster;6;Trim6 tripartite motif containing 6;['XM_026777564.1'];NW_004949171.1
101999235;Microtus ochrogaster;34;LOC101999235 tripartite motif-containing protein 34A;['XM_026777562.1'];NW_004949171.1
103553586;Equus przewalskii;6;TRIM6 tripartite motif containing 6;['XM_008524220.1', 'XM_008524215.1', 'XM_008524208.1', 'XM_008524200.1'];NW_007673055.1
103565912;Equus przewalskii;22;LOC103565912 E3 ubiquitin-protein ligase TRIM22-like;['XM_008542112.1'];NW_007676650.1
103553684;Equus przewalskii;22;LOC103553684 E3 ubiquitin-protein ligase TRIM22-like;['XM_008524395.1', 'XM_008524387.1', 'XM_008524378.1', 'XM_008524369.1'];NW_007673055.1
103565916;Equus przewalskii;22;LOC103565916 E3 ubiquitin-protein ligase TRIM22-like;[];NW_007676650.1
103554390;Equus przewalskii;22;LOC103554390 E3 ubiquitin-protein ligase TRIM22-like;[];NW_007673055.1
103565910;Equus przewalskii;5;LOC103565910 tripartite motif-containing protein 5-like;['XM_008542110.1', 'XM_008542109.1', 'XM_008542108.1', 'XM_008542107.1', 'XM_008542106.1', 'XM_008542105.1', 'XM_008542104.1', 'XM_008542103.1'];NW_007676650.1
103553637;Equus przewalskii;34;LOC103553637 tripartite motif-containing protein 34-like;['XM_008524298.1', 'XM_008524290.1', 'XM_008524282.1', 'XM_008524273.1', 'XM_008524265.1'];NW_007673055.1
103553663;Equus przewalskii;5;LOC103553663 tripartite motif-containing protein 5-like;['XM_008524357.1', 'XM_008524347.1', 'XM_008524338.1', 'XM_008524327.1', 'XM_008524320.1', 'XM_008524310.1'];NW_007673055.1
103554374;Equus przewalskii;5;LOC103554374 tripartite motif-containing protein 5-like;['XM_008525410.1'];NW_007673055.1
103553629;Equus przewalskii;34;LOC103553629 tripartite motif-containing protein 34-like;['XR_545502.1'];NW_007673055.1
103553619;Equus przewalskii;5;LOC103553619 tripartite motif-containing protein 5-like;[];NW_007673055.1
119050142;Artibeus jamaicensis;6;TRIM6 tripartite motif containing 6;['XM_037146300.1'];NW_023551551.1
119050144;Artibeus jamaicensis;22;LOC119050144 E3 ubiquitin-protein ligase TRIM22-like;['XM_037146308.1', 'XM_037146307.1', 'XM_037146306.1', 'XM_037146305.1', 'XM_037146303.1', 'XM_037146302.1'];NW_023551551.1
119044649;Artibeus jamaicensis;22;LOC119044649 E3 ubiquitin-protein ligase TRIM22-like;['XM_037139108.1', 'XM_037139107.1', 'XM_037139106.1'];NW_023541366.1
119050145;Artibeus jamaicensis;22;LOC119050145 E3 ubiquitin-protein ligase TRIM22-like;['XM_037146309.1'];NW_023551551.1
119050147;Artibeus jamaicensis;22;LOC119050147 E3 ubiquitin-protein ligase TRIM22-like;[];NW_023551551.1
119055626;Artibeus jamaicensis;5;LOC119055626 tripartite motif-containing protein 5-like;['XM_037153873.1', 'XM_037153872.1', 'XM_037153871.1', 'XM_037153870.1'];NW_023559851.1
119050143;Artibeus jamaicensis;34;LOC119050143 tripartite motif-containing protein 34-like;['XM_037146301.1'];NW_023551551.1
119050146;Artibeus jamaicensis;5;LOC119050146 tripartite motif-containing protein 5-like;['XM_037146310.1'];NW_023551551.1
119050139;Artibeus jamaicensis;5;LOC119050139 tripartite motif-containing protein 5-like;[];NW_023551551.1
119048710;Artibeus jamaicensis;5;LOC119048710 tripartite motif-containing protein 5-like;[];NW_023548645.1
119046922;Artibeus jamaicensis;5;LOC119046922 tripartite motif-containing protein 5-like;[];NW_023545640.1
119044648;Artibeus jamaicensis;34;LOC119044648 tripartite motif-containing protein 34-like;[];NW_023541366.1
120590257;Pteropus giganteus;6;TRIM6 tripartite motif containing 6;['XM_039847890.1', 'XM_039847889.1'];NW_024352784.1
120590255;Pteropus giganteus;22;LOC120590255 E3 ubiquitin-protein ligase TRIM22-like;['XM_039847887.1', 'XM_039847886.1', 'XM_039847885.1', 'XM_039847884.1', 'XM_039847883.1'];NW_024352784.1
120590254;Pteropus giganteus;34;LOC120590254 tripartite motif-containing protein 34-like;['XM_039847882.1'];NW_024352784.1
120590256;Pteropus giganteus;34;LOC120590256 tripartite motif-containing protein 34-like;['XM_039847888.1'];NW_024352784.1
120590269;Pteropus giganteus;34;LOC120590269 tripartite motif-containing protein 34-like;[];NW_024352784.1
103796196;Callithrix jacchus;34;TRIM34 tripartite motif containing 34;['XM_035265600.1', 'XM_035265599.1', 'XM_035265598.1', 'XM_035265597.1', 'XM_035265596.1'];NC_048393.1
100386213;Callithrix jacchus;22;TRIM22 tripartite motif containing 22;['XM_035265602.1'];NC_048393.1
100392347;Callithrix jacchus;6;TRIM6 tripartite motif containing 6;['XM_035265595.1', 'XM_035265594.1'];NC_048393.1
100385852;Callithrix jacchus;5;LOC100385852 tripartite motif-containing protein 5;['XM_009007572.3'];NC_048393.1
100401007;Callithrix jacchus;6;LOC100401007 tripartite motif-containing protein 6-like;[];NC_048399.1
116757855;Phocoena sinus;6;TRIM6 tripartite motif containing 6;['XR_004351103.1', 'XR_004351102.1', 'XM_032640229.1'];NC_045770.1
100137325;Papio anubis;22;TRIM22 tripartite motif containing 22;['XM_031652735.1', 'NM_001168862.1'];NC_044987.1
100137559;Papio anubis;34;TRIM34 tripartite motif containing 34;['XM_009186764.3', 'NM_001169054.1'];NC_044987.1
100126714;Papio anubis;5;TRIM5 tripartite motif containing 5;['XM_021925298.2', 'XM_017948079.3', 'XM_009186758.4', 'NM_001112632.1'];NC_044987.1
100137558;Papio anubis;6;TRIM6 tripartite motif containing 6;['XM_021925328.2', 'XM_009186760.4', 'NM_001169053.1'];NC_044987.1
105097936;Camelus dromedarius;6;TRIM6 tripartite motif containing 6;['XM_031460190.1'];NC_044520.1
105097933;Camelus dromedarius;34;LOC105097933 tripartite motif-containing protein 34;['XR_004139294.1', 'XM_031460189.1', 'XR_004139293.1', 'XM_031460187.1', 'XM_031460186.1', 'XM_031460185.1', 'XM_010990565.2', 'XM_031460184.1', 'XM_010990566.2', 'XM_031460183.1'];NC_044520.1
116155384;Camelus dromedarius;5;LOC116155384 tripartite motif-containing protein 5-like;['XM_031460181.1'];NC_044520.1
116151278;Camelus dromedarius;5;LOC116151278 tripartite motif-containing protein 5-like;['XM_031446716.1'];NW_022174144.1
116155385;Camelus dromedarius;5;LOC116155385 tripartite motif-containing protein 5-like;[];NC_044520.1
105097932;Camelus dromedarius;5;LOC105097932 tripartite motif-containing protein 5-like;[];NC_044520.1
112605772;Theropithecus gelada;34;TRIM34 tripartite motif containing 34;['XM_025355632.1'];NC_037682.1
112605770;Theropithecus gelada;22;TRIM22 tripartite motif containing 22;['XM_025355629.1', 'XM_025355628.1'];NC_037682.1
112605768;Theropithecus gelada;6;TRIM6 tripartite motif containing 6;['XM_025355627.1', 'XM_025355626.1', 'XM_025355625.1'];NC_037682.1
112605771;Theropithecus gelada;5;TRIM5 tripartite motif containing 5;['XM_025355631.1', 'XM_025355630.1'];NC_037682.1
122201388;Panthera leo;6;TRIM6 tripartite motif containing 6;['XM_042907247.1'];NC_056688.1
122201387;Panthera leo;22;LOC122201387 E3 ubiquitin-protein ligase TRIM22-like;[];NC_056688.1
122201386;Panthera leo;34;LOC122201386 tripartite motif-containing protein 34-like;['XM_042907246.1', 'XM_042907245.1', 'XM_042907244.1', 'XM_042907243.1'];NC_056688.1
122695612;Cervus elaphus;6;TRIM6 tripartite motif containing 6;['XM_043905741.1', 'XM_043905731.1', 'XM_043905723.1', 'XM_043905712.1'];NC_057815.1
122695576;Cervus elaphus;34;LOC122695576 tripartite motif-containing protein 34-like;['XM_043905700.1', 'XM_043905691.1', 'XM_043905684.1', 'XM_043905681.1', 'XM_043905676.1', 'XM_043905674.1', 'XM_043905668.1', 'XM_043905658.1', 'XM_043905650.1', 'XM_043905641.1'];NC_057815.1
122695556;Cervus elaphus;5;LOC122695556 tripartite motif-containing protein 5-like;['XM_043905621.1', 'XM_043905613.1'];NC_057815.1
122695568;Cervus elaphus;34;LOC122695568 tripartite motif-containing protein 34-like;['XM_043905631.1'];NC_057815.1
122702067;Cervus elaphus;5;LOC122702067 tripartite motif-containing protein 5-like;[];NC_057815.1
122702058;Cervus elaphus;5;LOC122702058 tripartite motif-containing protein 5-like;[];NC_057815.1
122702027;Cervus elaphus;5;LOC122702027 tripartite motif-containing protein 5-like;[];NC_057815.1
122695546;Cervus elaphus;5;LOC122695546 tripartite motif-containing protein 5-like;[];NC_057815.1
110138040;Odocoileus virginianus texanus;34;TRIM34 tripartite motif containing 34;['XM_020894774.1'];NW_018334763.1
110138033;Odocoileus virginianus texanus;6;TRIM6 tripartite motif containing 6;['XM_020894766.1', 'XM_020894765.1', 'XM_020894764.1'];NW_018334763.1
110149234;Odocoileus virginianus texanus;5;LOC110149234 tripartite motif-containing protein 5-like;['XM_020911624.1', 'XM_020911623.1', 'XM_020911621.1', 'XM_020911620.1', 'XR_002317395.1', 'XM_020911619.1'];NW_018336530.1
110149235;Odocoileus virginianus texanus;5;LOC110149235 tripartite motif-containing protein 5-like;['XM_020911625.1'];NW_018336530.1
110123030;Odocoileus virginianus texanus;5;LOC110123030 tripartite motif-containing protein 5-like;['XM_020870714.1', 'XM_020870713.1', 'XM_020870712.1'];NW_018338003.1
110124450;Odocoileus virginianus texanus;34;LOC110124450 tripartite motif-containing protein 34-like;['XM_020872988.1', 'XM_020872987.1'];NW_018338494.1
110149226;Odocoileus virginianus texanus;5;LOC110149226 tripartite motif-containing protein 5-like;[];NW_018336530.1
110124451;Odocoileus virginianus texanus;34;LOC110124451 tripartite motif-containing protein 34-like;[];NW_018338494.1
103303441;Eptesicus fuscus;6;TRIM6 tripartite motif containing 6;['XM_008160441.2'];NW_007370947.1
103303469;Eptesicus fuscus;22;LOC103303469 E3 ubiquitin-protein ligase TRIM22-like;['XM_028137641.1'];NW_007370947.1
103303442;Eptesicus fuscus;22;LOC103303442 E3 ubiquitin-protein ligase TRIM22-like;['XM_028137625.1', 'XM_008160442.2', 'XM_008160443.2'];NW_007370947.1
103303439;Eptesicus fuscus;22;LOC103303439 E3 ubiquitin-protein ligase TRIM22-like;['XM_028137640.1', 'XM_028137639.1'];NW_007370947.1
103303437;Eptesicus fuscus;5;LOC103303437 tripartite motif-containing protein 5-like;['XM_028137638.1', 'XM_028137637.1', 'XM_028137636.1', 'XM_028137635.1', 'XM_028137634.1', 'XM_028137633.1', 'XM_008160437.2', 'XM_028137632.1', 'XM_028137631.1', 'XM_028137629.1', 'XM_028137628.1', 'XM_028137627.1', 'XR_003615347.1', 'XM_028137626.1'];NW_007370947.1
103303440;Eptesicus fuscus;34;LOC103303440 tripartite motif-containing protein 34-like;['XR_003615346.1', 'XM_008160439.2'];NW_007370947.1
103303470;Eptesicus fuscus;5;LOC103303470 tripartite motif-containing protein 5-like;['XM_008160472.2'];NW_007370947.1
102244187;Myotis brandtii;34;LOC102244187 tripartite motif-containing protein 34;['XM_005860818.2'];NW_005355020.1
102244693;Myotis brandtii;6;TRIM6 tripartite motif containing 6;['XM_005860820.1'];NW_005355020.1
102244991;Myotis brandtii;22;LOC102244991 E3 ubiquitin-protein ligase TRIM22-like;['XM_014535246.1'];NW_005355020.1
102262635;Myotis brandtii;5;LOC102262635 tripartite motif-containing protein 5;['XM_014533938.1', 'XM_014533937.1'];NW_005354302.1
102251491;Myotis brandtii;5;LOC102251491 tripartite motif-containing protein 5-like;['XM_005884853.2'];NW_005371535.1
102263815;Myotis brandtii;5;LOC102263815 tripartite motif-containing protein 5;['XM_005867291.2'];NW_005359376.1
102259214;Myotis brandtii;5;LOC102259214 tripartite motif-containing protein 5;['XM_014542001.1'];NW_005360994.1
102256215;Myotis brandtii;5;LOC102256215 tripartite motif-containing protein 5-like;['XM_014544142.1'];NW_005363586.1
102263914;Myotis brandtii;22;LOC102263914 E3 ubiquitin-protein ligase TRIM22;['XM_014540011.1'];NW_005358812.1
106724879;Myotis brandtii;34;LOC106724879 tripartite motif-containing protein 34-like;[];NW_005343758.1
102258913;Myotis brandtii;34;LOC102258913 tripartite motif-containing protein 34-like;[];NW_005360994.1
102244625;Myotis brandtii;5;LOC102244625 tripartite motif-containing protein 5-like;[];NW_005358943.1
101082007;Felis catus;22;LOC101082007 E3 ubiquitin-protein ligase TRIM22;['XM_019811931.2', 'XM_019811931.1'];NC_058377.1
100302544;Felis catus;5;TRIM5 tripartite motif containing 5;['XM_019811165.3', 'XM_023238907.2', 'XM_045038025.1', 'XM_045038024.1', 'XM_006937032.4', 'XM_045038022.1', 'XM_045038021.1', 'XM_019811165.2', 'XM_023238908.1', 'XM_023238907.1', 'XM_006937032.3', 'NM_001163659.1'];NC_058377.1
101094788;Felis catus;6;TRIM6 tripartite motif containing 6;['XM_045038831.1', 'XM_045038829.1', 'XM_003992869.5', 'XM_003992869.4'];NC_058377.1
109396560;Hipposideros armiger;6;TRIM6 tripartite motif containing 6;['XM_019668448.1', 'XM_019668447.1', 'XM_019668446.1'];NW_017731875.1
109396553;Hipposideros armiger;22;LOC109396553 E3 ubiquitin-protein ligase TRIM22-like;['XM_019668425.1', 'XM_019668424.1', 'XM_019668423.1', 'XM_019668422.1', 'XM_019668421.1', 'XM_019668420.1', 'XM_019668419.1', 'XM_019668417.1', 'XM_019668416.1'];NW_017731875.1
109396554;Hipposideros armiger;22;LOC109396554 E3 ubiquitin-protein ligase TRIM22-like;['XM_019668426.1'];NW_017731875.1
109396555;Hipposideros armiger;5;LOC109396555 tripartite motif-containing protein 5-like;['XM_019668437.1', 'XM_019668436.1', 'XM_019668435.1', 'XM_019668434.1', 'XM_019668433.1', 'XM_019668432.1', 'XR_002126857.1', 'XM_019668431.1', 'XM_019668430.1', 'XM_019668429.1', 'XM_019668427.1'];NW_017731875.1
109396559;Hipposideros armiger;34;LOC109396559 tripartite motif-containing protein 34-like;['XM_019668445.1'];NW_017731875.1
105578888;Cercocebus atys;34;TRIM34 tripartite motif containing 34;['XM_012045170.1'];NW_012005601.1
105578890;Cercocebus atys;22;TRIM22 tripartite motif containing 22;['NM_001305965.1', 'XM_012045175.1'];NW_012005601.1
105578889;Cercocebus atys;5;TRIM5 tripartite motif containing 5;['NM_001305964.1', 'XM_012045174.1', 'XM_012045172.1', 'XM_012045171.1'];NW_012005601.1
105578878;Cercocebus atys;6;TRIM6 tripartite motif containing 6;['XM_012045162.1', 'XM_012045161.1'];NW_012005601.1
116476599;Hylobates moloch;34;TRIM34 tripartite motif containing 34;['XM_032166789.1', 'XM_032166788.1'];NW_022611653.1
116476598;Hylobates moloch;22;TRIM22 tripartite motif containing 22;['XM_032166787.1', 'XM_032166786.1'];NW_022611653.1
116476602;Hylobates moloch;5;TRIM5 tripartite motif containing 5;['XM_032166803.2', 'XM_032166802.2', 'XM_032166804.1', 'XM_032166801.1', 'XM_032166800.1', 'XM_032166799.1', 'XM_032166798.1', 'XM_032166797.1', 'XM_032166796.1', 'XM_032166795.1'];NW_022611653.1
116476600;Hylobates moloch;6;TRIM6 tripartite motif containing 6;['XM_032166794.1', 'XM_032166793.1', 'XM_032166792.1', 'XM_032166791.1', 'XM_032166790.1'];NW_022611653.1
100568304;Equus caballus;34;TRIM34 tripartite motif containing 34;['XM_005611917.3', 'XM_005611916.3', 'NM_001205193.1'];NC_009150.3
100069506;Equus caballus;22;TRIM22 tripartite motif containing 22;['XM_005612111.3'];NC_009150.3
100568303;Equus caballus;6;TRIM6 tripartite motif containing 6;['XM_023644175.1', 'XR_002808938.1', 'XR_002808937.1', 'XM_023644173.1', 'NM_001205192.1'];NC_009150.3
106783406;Equus caballus;22;LOC106783406 E3 ubiquitin-protein ligase TRIM22-like;[];NC_009150.3
100069516;Equus caballus;22;LOC100069516 E3 ubiquitin-protein ligase TRIM22-like;[];NC_009150.3
102149883;Equus caballus;5;LOC102149883 tripartite motif-containing protein 5;['XM_014741762.2', 'XM_023645888.1', 'XM_023645887.1', 'XM_023645886.1', 'XM_023645885.1', 'XM_023645883.1', 'XM_023645882.1', 'XM_005612109.3', 'XM_023645881.1', 'XM_023645880.1', 'XM_023645879.1', 'XM_023645878.1', 'XM_023645877.1', 'XM_014741755.2', 'XM_023645876.1', 'XM_014741760.2', 'XM_014741757.2', 'XM_014741761.2', 'XM_014741754.2', 'XM_023645874.1', 'XM_023645873.1', 'XM_023645872.1', 'XM_014741751.2', 'XM_005612110.2'];NC_009150.3
100054490;Equus caballus;22;LOC100054490 E3 ubiquitin-protein ligase TRIM22;['XR_002809312.1', 'XR_002809311.1', 'XM_023645870.1', 'XM_023645869.1', 'XM_023645868.1', 'XM_023645867.1', 'XM_023645866.1', 'XM_023645865.1'];NC_009150.3
100054534;Equus caballus;5;LOC100054534 tripartite motif-containing protein 5;['XM_023645863.1', 'XM_023645862.1', 'XM_001504451.5', 'XM_023645861.1', 'XM_005612092.3', 'XM_023645860.1'];NC_009150.3
106780875;Equus caballus;34;LOC106780875 tripartite motif-containing protein 34-like;['XM_014741678.2'];NC_009150.3
100069440;Equus caballus;5;LOC100069440 tripartite motif-containing protein 5-like;['XM_014741677.2'];NC_009150.3
111774418;Equus caballus;22;LOC111774418 E3 ubiquitin-protein ligase TRIM22 pseudogene;[];NC_009150.3
105468601;Macaca nemestrina;22;TRIM22 tripartite motif containing 22;['XM_011718798.1', 'XM_011718797.1'];NW_012013799.1
105468602;Macaca nemestrina;5;TRIM5 tripartite motif containing 5;['XM_024788744.1', 'XM_024788743.1', 'XM_024788742.1'];NW_012013799.1
105468609;Macaca nemestrina;34;LOC105468609 tripartite motif-containing protein 34;['XM_011718808.2', 'XM_011718807.2'];NW_012013799.1
105468607;Macaca nemestrina;6;TRIM6 tripartite motif containing 6;['XM_011718805.2', 'XM_011718804.2'];NW_012013799.1
106000352;Dipodomys ordii;6;Trim6 tripartite motif containing 6;['XM_013035606.1', 'XM_013035605.1'];NW_012267432.1
106000347;Dipodomys ordii;5;LOC106000347 tripartite motif-containing protein 5-like;['XM_013035601.1', 'XM_013035600.1'];NW_012267432.1
106002440;Dipodomys ordii;5;LOC106002440 tripartite motif-containing protein 5-like;['XM_013037317.1'];NW_012277800.1
106000349;Dipodomys ordii;5;LOC106000349 tripartite motif-containing protein 5-like;['XM_013035603.1'];NW_012267432.1
106000348;Dipodomys ordii;5;LOC106000348 tripartite motif-containing protein 5-like;['XM_013035602.1'];NW_012267432.1
105982699;Dipodomys ordii;5;LOC105982699 tripartite motif-containing protein 5-like;[];NW_012267233.1
108538967;Rhinopithecus bieti;34;TRIM34 tripartite motif containing 34;['XM_017887312.1', 'XM_017887311.1'];NW_016808817.1
108538963;Rhinopithecus bieti;22;TRIM22 tripartite motif containing 22;['XM_017887308.1'];NW_016808817.1
108538968;Rhinopithecus bieti;6;TRIM6 tripartite motif containing 6;['XM_017887314.1', 'XM_017887313.1'];NW_016808817.1
108538965;Rhinopithecus bieti;5;TRIM5 tripartite motif containing 5;['XM_017887309.1'];NW_016808817.1
101971202;Ictidomys tridecemlineatus;6;Trim6 tripartite motif containing 6;['XM_021721476.2', 'XM_040284863.1'];NW_024404947.1
101955567;Ictidomys tridecemlineatus;5;LOC101955567 tripartite motif-containing protein 5-like;['XM_040283751.1'];NW_024404947.1
101965602;Ictidomys tridecemlineatus;34;LOC101965602 tripartite motif-containing protein 34-like;['XM_013356027.2'];NC_053502.1
101967876;Ictidomys tridecemlineatus;6;LOC101967876 tripartite motif-containing protein 6-like;[];NC_053502.1
102170446;Capra hircus;34;LOC102170446 tripartite motif-containing protein 34;['XM_005689802.3'];NC_030822.1
102170894;Capra hircus;6;TRIM6 tripartite motif containing 6;['XM_005689803.3'];NC_030822.1
102170165;Capra hircus;5;LOC102170165 tripartite motif-containing protein 5;['XM_005689800.3'];NC_030822.1
102169889;Capra hircus;5;LOC102169889 tripartite motif-containing protein 5;['XM_018059444.1'];NC_030822.1
102173185;Capra hircus;5;LOC102173185 tripartite motif-containing protein 5;['XR_001917668.1', 'XM_018044701.1', 'XM_018044700.1', 'XM_018044699.1', 'XM_018044698.1'];NW_017189722.1
102179935;Capra hircus;5;LOC102179935 tripartite motif-containing protein 5;['XM_018059446.1', 'XM_013976927.2'];NC_030822.1
108637671;Capra hircus;5;LOC108637671 tripartite motif-containing protein 5-like;['XM_018059445.1'];NC_030822.1
108637672;Capra hircus;5;LOC108637672 tripartite motif-containing protein 5-like;['XR_001919228.1'];NC_030822.1
106502899;Capra hircus;5;LOC106502899 tripartite motif-containing protein 5-like;[];NC_030822.1
102181589;Capra hircus;5;LOC102181589 tripartite motif-containing protein 5-like;[];NC_030822.1
102180213;Capra hircus;5;LOC102180213 tripartite motif-containing protein 5-like;[];NC_030822.1
102176543;Capra hircus;5;LOC102176543 tripartite motif-containing protein 5-like;[];NC_030822.1
100669430;Loxodonta africana;34;TRIM34 tripartite motif containing 34;['XM_023540601.1', 'XM_003421418.3'];NW_003573536.1
100665837;Loxodonta africana;6;TRIM6 tripartite motif containing 6;['XM_023540600.1', 'XM_023540599.1', 'XM_023540598.1', 'XM_023540597.1', 'XM_023540596.1', 'XM_010600940.2', 'XM_010600939.2'];NW_003573536.1
100674302;Loxodonta africana;22;LOC100674302 E3 ubiquitin-protein ligase TRIM22-like;['XM_010602444.2'];NW_003573675.1
100666123;Loxodonta africana;5;LOC100666123 tripartite motif-containing protein 5-like;['XM_023540609.1', 'XM_023540608.1', 'XM_023540607.1', 'XM_023540606.1', 'XM_023540605.1', 'XM_023540604.1', 'XM_023540603.1', 'XM_023540602.1'];NW_003573536.1
100674587;Loxodonta africana;5;LOC100674587 tripartite motif-containing protein 5-like;['XM_023542439.1', 'XM_023542438.1', 'XM_023542437.1', 'XM_023542436.1'];NW_003573675.1
100666406;Loxodonta africana;5;LOC100666406 tripartite motif-containing protein 5-like;['XM_023540612.1', 'XM_023540611.1', 'XM_023540610.1'];NW_003573536.1
100674877;Loxodonta africana;5;LOC100674877 tripartite motif-containing protein 5-like;['XM_023542447.1'];NW_003573675.1
101273301;Orcinus orca;6;LOC101273301 tripartite motif-containing protein 6;['XM_033404648.1', 'XR_004476544.1', 'XR_004476543.1', 'XR_004476542.1', 'XR_004476541.1', 'XM_033404646.1', 'XM_004279261.3'];NW_004438522.1
117710884;Arvicanthis niloticus;5;Trim5 tripartite motif containing 5;['XM_034506177.1', 'XM_034506169.1'];NC_047658.1
117710896;Arvicanthis niloticus;6;Trim6 tripartite motif containing 6;['XM_034506191.1'];NC_047658.1
117710905;Arvicanthis niloticus;34;LOC117710905 tripartite motif-containing protein 34A;['XM_034506227.1', 'XM_034506218.1', 'XM_034506210.1', 'XM_034506202.1'];NC_047658.1
118713478;Pipistrellus kuhlii;34;LOC118713478 tripartite motif-containing protein 34;['XR_006740919.1', 'XR_006740918.1', 'XM_045578058.1', 'XM_036428088.2', 'XM_036428087.2', 'XM_036428086.2', 'XM_036428084.2', 'XM_036428083.2', 'XM_036428092.1', 'XM_036428091.1', 'XM_036428090.1', 'XM_036428089.1', 'XM_036428088.1', 'XM_036428087.1', 'XM_036428086.1', 'XM_036428084.1', 'XM_036428083.1'];NW_023425595.1
118713485;Pipistrellus kuhlii;6;TRIM6 tripartite motif containing 6;['XM_036428111.2', 'XM_036428113.1', 'XM_036428112.1', 'XM_036428111.1'];NW_023425595.1
